Invoice_Number,BOL_Number,Carrier,Invoice_Date,Invoice_Currency,Billed_Weight_KG,Billed_Base_Rate,Billed_Fuel_Surcharge,Billed_Demurrage_Amount,Billed_Detention_Amount,Billed_Total_Amount
INV-2026-5706,BOL202600706,ONE,2026-03-24,USD,10118.9,3193.0,225.0,750.0,360.0,4528.0
INV-2026-5707,BOL202600707,Evergreen,2026-03-30,USD,18738.7,1811.48,248.4,0.0,0.0,2059.88
INV-2026-5708,BOL202600708,Maersk,2026-06-28,EUR,11810.6,2959.0,260.0,350.0,0.0,3569.0
INV-2026-5709,BOL202600709,MSC,2026-03-04,USD,11251.8,3051.0,290.1,0.0,40.0,3381.1
INV-2026-5710,BOL202600710,ONE,2026-05-22,USD,18627.2,2579.0,120.0,0.0,200.0,2899.0
INV-2026-5711,BOL202600711,MSC,2026-02-13,USD,10172.5,1934.0,149.0,150.0,200.0,2433.0
INV-2026-5712,BOL202600712,CMA CGM,2026-06-23,USD,25369.3,1529.0,152.9,50.0,0.0,1731.9
INV-2026-5713,BOL202600713,Evergreen,2026-02-07,USD,19019.3,2016.0,186.6,450.0,200.0,2852.6
INV-2026-5714,BOL202600714,ONE,2026-06-23,USD,20501.1,1217.0,182.55,450.0,360.0,2209.55
INV-2026-5715,BOL202600715,CMA CGM,2026-02-03,USD,12029.1,3103.0,159.0,550.0,80.0,3892.0
INV-2026-5716,BOL202600716,MSC,2026-03-27,USD,14403.5,1619.0,206.0,200.0,360.0,2385.0
INV-2026-5717,BOL202600717,ONE,2026-02-20,VND,21823.5,2426.0,182.0,100.0,120.0,2828.0
INV-2026-5718,BOL202600718,ONE,2026-03-11,USD,13779.1,2762.0,143.0,650.0,240.0,3795.0
INV-2026-5719,BOL202600719,MSC,2026-02-07,USD,25477.5,1619.0,206.0,650.0,0.0,2475.0
INV-2026-5720,BOL202600720,Maersk,2026-06-06,EUR,13807.2,2959.0,260.0,350.0,320.0,3889.0
INV-2026-5721,BOL202600721,Maersk,2026-03-08,USD,23469.3,1285.0,290.0,250.0,80.0,1905.0
INV-2026-5722,BOL202600722,Maersk,2026-02-18,USD,16379.9,2499.0,299.88,100.0,400.0,3298.88
INV-2026-5723,BOL202600723,Maersk,2026-06-12,USD,21289.7,1103.0,110.3,50.0,0.0,1263.3
INV-2026-5724,BOL202600724,ONE,2026-06-20,VND,20855.9,2838.0,283.8,250.0,0.0,3371.8
INV-2026-5725,BOL202600725,ONE,2026-02-22,EUR,16908.6,1230.0,123.0,550.0,0.0,1903.0
INV-2026-5726,BOL202600726,MSC,2026-04-21,EUR,11572.4,2153.0,258.36,200.0,80.0,2691.36
INV-2026-5727,BOL202600727,COSCO,2026-05-24,EUR,19419.6,2254.0,167.0,250.0,40.0,2711.0
INV-2026-5728,BOL202600728,Evergreen,2026-03-15,USD,20764.8,1765.0,128.0,200.0,160.0,2253.0
INV-2026-5729,BOL202600729,Maersk,2026-02-18,EUR,15624.3,2825.0,239.0,200.0,0.0,3264.0
INV-2026-5730,BOL202600730,Evergreen,2026-03-12,VND,25016.1,60245500.0,6615000.0,15925000.0,0.0,82785500.0
INV-2026-5731,BOL202600731,Maersk,2026-03-01,USD,16015.3,1624.0,139.0,200.0,0.0,1963.0
INV-2026-5732,BOL202600732,ONE,2026-02-21,EUR,17471.3,512.0,61.44,450.0,200.0,1223.44
INV-2026-5733,BOL202600733,Evergreen,2026-04-14,USD,20681.3,2371.0,170.0,0.0,0.0,2541.0
INV-2026-5734,BOL202600734,CMA CGM,2026-02-15,USD,16124.8,551.0,245.0,0.0,0.0,796.0
INV-2026-5735,BOL202600735,ONE,2026-03-31,USD,17867.5,2842.0,179.0,200.0,160.0,3381.0
INV-2026-5736,BOL202600736,COSCO,2026-03-19,EUR,18650.1,2254.0,167.0,0.0,200.0,2621.0
INV-2026-5737,BOL202600737,ONE,2026-03-03,USD,11652.6,1593.0,191.16,0.0,200.0,1984.16
INV-2026-5738,BOL202600738,ONE,2026-04-11,USD,20445.8,1017.0,145.0,650.0,0.0,1812.0
INV-2026-5739,BOL202600739,CMA CGM,2026-05-06,EUR,15277.3,1589.0,184.0,350.0,0.0,2123.0
INV-2026-5740,BOL202600740,CMA CGM,2026-06-16,VND,16462.6,36872500.0,4424700.0,11025000.0,0.0,52322200.0
INV-2026-5741,BOL202600741,CMA CGM,2026-06-16,USD,19075.9,2709.0,325.08,100.0,320.0,3454.08
INV-2026-5742,BOL202600742,MSC,2026-04-20,EUR,21529.7,1898.0,133.0,0.0,120.0,2151.0
INV-2026-5743,BOL202600743,MSC,2026-04-09,VND,12138.7,20800500.0,2496060.0,11025000.0,0.0,34321560.0
INV-2026-5744,BOL202600744,CMA CGM,2026-04-19,EUR,23553.7,1589.0,184.0,200.0,0.0,1973.0
INV-2026-5745,BOL202600745,COSCO,2026-05-19,USD,13089.5,1143.0,114.3,350.0,40.0,1647.3
INV-2026-5746,BOL202600746,MSC,2026-06-10,USD,14923.7,1934.0,149.0,550.0,200.0,2833.0
INV-2026-5747,BOL202600747,CMA CGM,2026-01-26,USD,15403.5,1488.0,245.0,0.0,80.0,1813.0
INV-2026-5748,BOL202600748,Maersk,2026-02-24,USD,20677.1,2199.0,204.0,250.0,160.0,2813.0
INV-2026-5749,BOL202600749,Evergreen,2026-03-07,USD,10590.0,1708.0,226.0,200.0,320.0,2454.0
INV-2026-5750,BOL202600750,Evergreen,2026-02-09,EUR,19894.0,927.0,92.7,550.0,240.0,1809.7
INV-2026-5751,BOL202600751,CMA CGM,2026-02-21,EUR,10799.3,1005.0,166.0,750.0,0.0,1921.0
INV-2026-5752,BOL202600752,Maersk,2026-05-19,USD,11023.3,882.0,132.3,0.0,200.0,1214.3
INV-2026-5753,BOL202600753,Evergreen,2026-03-20,USD,16819.4,2623.0,206.0,450.0,80.0,3359.0
INV-2026-5754,BOL202600754,ONE,2026-04-14,USD,19215.5,2264.0,226.4,0.0,40.0,2530.4
INV-2026-5755,BOL202600755,CMA CGM,2026-02-03,EUR,11931.9,2285.0,228.5,450.0,160.0,3123.5
INV-2026-5756,BOL202600756,Maersk,2026-03-14,EUR,17018.6,1346.0,201.9,0.0,0.0,1547.9
INV-2026-5757,BOL202600757,ONE,2026-02-25,USD,10250.1,1593.0,191.16,0.0,0.0,1784.16
INV-2026-5758,BOL202600758,MSC,2026-01-27,USD,21307.9,1144.0,199.0,650.0,200.0,2193.0
INV-2026-5759,BOL202600759,COSCO,2026-05-21,USD,13298.6,1448.0,300.0,0.0,160.0,1908.0
INV-2026-5760,BOL202600760,ONE,2026-05-28,USD,12792.8,1461.0,178.0,0.0,200.0,1839.0
INV-2026-5761,BOL202600761,CMA CGM,2026-03-22,USD,11408.3,3022.0,239.0,0.0,200.0,3461.0
INV-2026-5762,BOL202600762,ONE,2026-01-28,EUR,25785.7,1230.0,123.0,200.0,40.0,1593.0
INV-2026-5763,BOL202600763,Maersk,2026-06-14,USD,20023.4,2365.0,281.0,50.0,0.0,2696.0
INV-2026-5764,BOL202600764,COSCO,2026-03-14,USD,20963.9,3244.0,324.4,100.0,0.0,3668.4
INV-2026-5765,BOL202600765,MSC,2026-03-04,EUR,13353.4,2747.0,412.05,0.0,280.0,3439.05
INV-2026-5766,BOL202600766,Evergreen,2026-05-18,USD,10839.3,2504.0,191.0,0.0,0.0,2695.0
INV-2026-5767,BOL202600767,Evergreen,2026-02-10,USD,11133.8,1471.0,266.0,350.0,120.0,2207.0
INV-2026-5768,BOL202600768,Evergreen,2026-06-25,EUR,21953.4,1622.0,243.3,0.0,0.0,1865.3
INV-2026-5769,BOL202600769,CMA CGM,2026-04-22,EUR,16008.5,1790.0,214.8,0.0,120.0,2124.8
INV-2026-5770,BOL202600770,Evergreen,2026-07-05,USD,13458.6,3264.0,391.68,200.0,0.0,3855.68
INV-2026-5771,BOL202600771,MSC,2026-05-08,USD,21517.1,3019.0,452.85,0.0,0.0,3471.85
INV-2026-5772,BOL202600772,Evergreen,2026-03-21,USD,21075.4,3193.0,293.0,50.0,0.0,3536.0
INV-2026-5773,BOL202600773,MSC,2026-03-02,USD,12739.2,3019.0,452.85,0.0,0.0,3471.85
INV-2026-5774,BOL202600774,COSCO,2026-03-07,USD,18844.1,792.0,79.2,0.0,80.0,951.2
INV-2026-5775,BOL202600775,CMA CGM,2026-06-18,VND,13463.1,23544500.0,1986950.0,13475000.0,4900000.0,43906450.0
INV-2026-5776,BOL202600776,MSC,2026-03-31,USD,21778.9,2901.0,290.1,0.0,120.0,3311.1
INV-2026-5777,BOL202600777,CMA CGM,2026-05-17,USD,23821.3,2242.0,210.0,650.0,200.0,3302.0
INV-2026-5778,BOL202600778,MSC,2026-02-04,USD,10640.9,3207.0,320.7,550.0,160.0,4237.7
INV-2026-5779,BOL202600779,Evergreen,2026-02-10,USD,17668.3,1811.48,248.4,690.0,0.0,2749.88
INV-2026-5780,BOL202600780,CMA CGM,2026-05-28,USD,18935.8,811.0,81.1,350.0,360.0,1602.1
INV-2026-5781,BOL202600781,CMA CGM,2026-05-08,VND,14732.6,24916500.0,7129500.0,0.0,2940000.0,34986000.0
INV-2026-5782,BOL202600782,ONE,2026-06-01,USD,17348.5,2369.92,167.44,322.0,257.6,3116.96
INV-2026-5783,BOL202600783,Maersk,2026-02-07,USD,12218.0,1875.0,258.0,150.0,0.0,2283.0
INV-2026-5784,BOL202600784,CMA CGM,2026-05-09,USD,10021.8,3103.0,159.0,0.0,160.0,3422.0
INV-2026-5785,BOL202600785,Evergreen,2026-04-14,USD,22046.2,2116.0,253.92,350.0,160.0,2879.92
INV-2026-5786,BOL202600786,CMA CGM,2026-06-23,USD,11295.3,1645.0,262.0,550.0,0.0,2457.0
INV-2026-5787,BOL202600787,Evergreen,2026-06-11,USD,11775.5,2316.0,180.0,100.0,280.0,2876.0
INV-2026-5788,BOL202600788,Evergreen,2026-02-09,USD,20370.8,3152.0,472.8,0.0,160.0,3784.8
INV-2026-5789,BOL202600789,MSC,2026-03-18,USD,13818.1,1016.0,279.0,250.0,120.0,1665.0
INV-2026-5790,BOL202600790,Maersk,2026-06-23,USD,22174.2,1447.0,297.0,100.0,80.0,1924.0
INV-2026-5791,BOL202600791,Evergreen,2026-06-11,EUR,11013.9,927.0,92.7,200.0,240.0,1459.7
INV-2026-5792,BOL202600792,CMA CGM,2026-05-31,USD,18510.5,551.0,245.0,850.0,0.0,1646.0
INV-2026-5793,BOL202600793,Maersk,2026-05-25,EUR,25125.8,2825.0,239.0,0.0,120.0,3184.0
INV-2026-5794,BOL202600794,Evergreen,2026-02-12,USD,12861.0,1000.0,143.0,0.0,120.0,1263.0
INV-2026-5795,BOL202600795,CMA CGM,2026-04-01,EUR,17941.3,972.0,116.64,250.0,320.0,1658.64
INV-2026-5796,BOL202600796,Evergreen,2026-02-02,USD,20918.5,1076.0,161.4,100.0,40.0,1377.4
INV-2026-5797,BOL202600797,COSCO,2026-05-19,USD,10343.7,1448.0,300.0,0.0,0.0,1748.0
INV-2026-5798,BOL202600798,MSC,2026-03-28,USD,15484.7,2822.0,320.64,450.0,40.0,3632.64
INV-2026-5799,BOL202600799,ONE,2026-06-07,USD,19076.0,2264.0,226.4,0.0,80.0,2570.4
INV-2026-5800,BOL202600800,COSCO,2026-04-03,EUR,14610.3,2725.0,191.0,0.0,40.0,2956.0
INV-2026-5801,BOL202600801,Maersk,2026-04-14,USD,19898.1,1285.0,290.0,350.0,240.0,2165.0
INV-2026-5802,BOL202600802,MSC,2026-04-09,EUR,23429.3,1898.0,133.0,650.0,240.0,2921.0
INV-2026-5803,BOL202600803,Maersk,2026-03-03,USD,10658.4,2349.0,204.0,200.0,0.0,2753.0
INV-2026-5804,BOL202600804,COSCO,2026-05-19,EUR,13282.5,959.0,296.0,0.0,360.0,1615.0
INV-2026-5805,BOL202600805,MSC,2026-04-21,USD,17174.9,1635.0,163.5,150.0,80.0,2028.5
INV-2026-5806,BOL202600806,ONE,2026-02-18,USD,17990.7,3050.0,280.0,100.0,120.0,3550.0
INV-2026-5807,BOL202600807,CMA CGM,2026-02-26,EUR,18738.3,1446.0,289.0,0.0,240.0,1975.0
INV-2026-5808,BOL202600808,Maersk,2026-04-20,VND,25513.7,53875500.0,4998000.0,6125000.0,0.0,64998500.0
INV-2026-5809,BOL202600809,Evergreen,2026-06-25,USD,11797.0,1076.0,161.4,650.0,0.0,1887.4
INV-2026-5810,BOL202600810,Maersk,2026-02-27,VND,16426.1,1346.0,201.9,100.0,120.0,1767.9
INV-2026-5811,BOL202600811,COSCO,2026-02-24,USD,18422.9,1448.0,300.0,0.0,0.0,1748.0
INV-2026-5812,BOL202600812,COSCO,2026-02-25,EUR,25322.0,2263.0,270.0,50.0,0.0,2583.0
INV-2026-5813,BOL202600813,CMA CGM,2026-06-02,USD,18184.9,942.0,113.04,650.0,240.0,1945.04
INV-2026-5814,BOL202600814,Maersk,2026-05-03,USD,27864.1,2499.0,299.88,50.0,40.0,2888.88
INV-2026-5815,BOL202600815,COSCO,2026-02-01,USD,14929.4,3253.0,267.0,750.0,240.0,4510.0
INV-2026-5816,BOL202600816,ONE,2026-02-18,EUR,17107.5,1058.0,257.0,450.0,120.0,1885.0
INV-2026-5817,BOL202600817,CMA CGM,2026-04-06,USD,25525.8,2242.0,210.0,350.0,80.0,2882.0
INV-2026-5818,BOL202600818,CMA CGM,2026-02-24,EUR,14851.7,1790.0,214.8,0.0,0.0,2004.8
INV-2026-5819,BOL202600819,Evergreen,2026-04-29,USD,12798.3,2316.0,180.0,350.0,280.0,3126.0
INV-2026-5820,BOL202600820,Evergreen,2026-02-28,VND,16108.3,14430500.0,4655000.0,4900000.0,0.0,23985500.0
INV-2026-5821,BOL202600821,ONE,2026-04-15,USD,21837.7,3262.0,201.0,0.0,0.0,3463.0
INV-2026-5822,BOL202600822,Evergreen,2026-03-06,EUR,20248.9,1622.0,243.3,100.0,0.0,1965.3
INV-2026-5823,BOL202600823,CMA CGM,2026-04-15,USD,24508.7,1645.0,262.0,0.0,0.0,1907.0
INV-2026-5824,BOL202600824,Maersk,2026-02-26,EUR,25530.0,2086.0,208.6,550.0,120.0,2964.6
INV-2026-5825,BOL202600825,Evergreen,2026-07-01,USD,23893.5,3043.0,293.0,450.0,200.0,3986.0
INV-2026-5826,BOL202600826,CMA CGM,2026-03-02,USD,19204.2,3103.0,159.0,0.0,280.0,3542.0
INV-2026-5827,BOL202600827,Evergreen,2026-02-06,USD,24053.1,3043.0,293.0,100.0,0.0,3436.0
INV-2026-5828,BOL202600828,MSC,2026-02-11,USD,20180.0,924.0,92.4,0.0,80.0,1096.4
INV-2026-5829,BOL202600829,Evergreen,2026-04-05,USD,22263.1,1765.0,128.0,450.0,0.0,2343.0
INV-2026-5830,BOL202600830,Maersk,2026-03-14,USD,23229.2,1624.0,139.0,450.0,80.0,2293.0
INV-2026-5831,BOL202600831,CMA CGM,2026-04-15,EUR,23173.0,972.0,116.64,0.0,240.0,1328.64
INV-2026-5832,BOL202600832,Evergreen,2026-04-14,VND,16591.9,46917500.0,3136000.0,0.0,980000.0,51033500.0
INV-2026-5833,BOL202600833,COSCO,2026-03-08,EUR,22721.7,2254.0,167.0,350.0,280.0,3051.0
INV-2026-5834,BOL202600834,MSC,2026-06-07,USD,24656.5,2358.0,145.0,750.0,0.0,3253.0
INV-2026-5835,BOL202600835,Evergreen,2026-02-08,USD,21056.8,3255.0,269.0,550.0,120.0,4194.0
INV-2026-5836,BOL202600836,Maersk,2026-06-12,USD,14874.9,1103.0,110.3,750.0,0.0,1963.3
INV-2026-5837,BOL202600837,CMA CGM,2026-03-21,EUR,12277.7,1005.0,166.0,50.0,0.0,1221.0
INV-2026-5838,BOL202600838,Maersk,2026-03-16,USD,16796.9,1875.0,258.0,0.0,0.0,2133.0
INV-2026-5839,BOL202600839,Evergreen,2026-06-07,USD,22688.9,3152.0,472.8,200.0,0.0,3824.8
INV-2026-5840,BOL202600840,COSCO,2026-05-23,USD,10692.5,686.0,102.9,250.0,0.0,1038.9
INV-2026-5841,BOL202600841,Evergreen,2026-02-14,USD,15500.6,1708.0,226.0,0.0,320.0,2254.0
INV-2026-5842,BOL202600842,CMA CGM,2026-04-20,USD,15565.4,1017.0,291.0,750.0,240.0,2298.0
INV-2026-5843,BOL202600843,MSC,2026-03-29,EUR,22868.3,2299.0,275.88,0.0,0.0,2574.88
INV-2026-5844,BOL202600844,COSCO,2026-03-04,EUR,11579.0,2575.0,191.0,850.0,160.0,3776.0
INV-2026-5845,BOL202600845,COSCO,2026-05-30,EUR,12962.0,2254.0,167.0,0.0,0.0,2421.0
INV-2026-5846,BOL202600846,Maersk,2026-05-03,USD,18228.0,2593.0,163.0,0.0,40.0,2796.0
INV-2026-5847,BOL202600847,Maersk,2026-03-05,USD,12174.6,2593.0,163.0,550.0,0.0,3306.0
INV-2026-5848,BOL202600848,Maersk,2026-06-16,USD,16156.5,2199.0,204.0,200.0,280.0,2883.0
INV-2026-5849,BOL202600849,CMA CGM,2026-04-21,VND,16516.5,1005.0,166.0,0.0,0.0,1171.0
INV-2026-5850,BOL202600850,CMA CGM,2026-05-30,EUR,25979.6,1589.0,184.0,450.0,0.0,2223.0
INV-2026-5851,BOL202600851,Maersk,2026-05-16,EUR,20824.3,2086.0,208.6,0.0,280.0,2574.6
INV-2026-5852,BOL202600852,Evergreen,2026-05-04,VND,24278.8,1622.0,243.3,0.0,120.0,1985.3
INV-2026-5853,BOL202600853,CMA CGM,2026-03-20,USD,23504.5,3022.0,239.0,0.0,0.0,3261.0
INV-2026-5854,BOL202600854,CMA CGM,2026-05-21,USD,21415.9,627.0,62.7,350.0,80.0,1119.7
INV-2026-5855,BOL202600855,COSCO,2026-05-12,USD,19650.6,2730.0,409.5,200.0,160.0,3499.5
INV-2026-5856,BOL202600856,CMA CGM,2026-04-06,USD,11728.6,1488.0,245.0,200.0,240.0,2173.0
INV-2026-5857,BOL202600857,Maersk,2026-03-24,USD,20678.4,2593.0,163.0,0.0,80.0,2836.0
INV-2026-5858,BOL202600858,Evergreen,2026-04-16,USD,19971.7,2709.0,255.0,250.0,240.0,3454.0
INV-2026-5859,BOL202600859,Evergreen,2026-06-08,EUR,20593.5,1622.0,243.3,150.0,80.0,2095.3
INV-2026-5860,BOL202600860,ONE,2026-06-17,EUR,18648.5,512.0,61.44,650.0,120.0,1343.44
INV-2026-5861,BOL202600861,CMA CGM,2026-05-11,EUR,15032.9,1589.0,184.0,200.0,120.0,2093.0
INV-2026-5862,BOL202600862,CMA CGM,2026-01-29,USD,20550.6,942.0,113.04,650.0,280.0,1985.04
INV-2026-5863,BOL202600863,Evergreen,2026-03-17,USD,17049.9,2309.0,270.0,100.0,0.0,2679.0
INV-2026-5864,BOL202600864,MSC,2026-06-28,USD,20966.0,2358.0,145.0,200.0,200.0,2903.0
INV-2026-5865,BOL202600865,Evergreen,2026-06-17,USD,16262.2,3043.0,293.0,350.0,160.0,3846.0
INV-2026-5866,BOL202600866,COSCO,2026-04-27,EUR,10450.4,823.0,209.0,0.0,40.0,1072.0
INV-2026-5867,BOL202600867,COSCO,2026-04-17,USD,20002.4,686.0,102.9,0.0,160.0,948.9
INV-2026-5868,BOL202600868,ONE,2026-04-28,USD,10903.2,2762.0,143.0,0.0,40.0,2945.0
INV-2026-5869,BOL202600869,COSCO,2026-04-09,EUR,11048.0,1630.0,260.0,0.0,40.0,1930.0
INV-2026-5870,BOL202600870,COSCO,2026-03-02,USD,10598.0,2730.0,409.5,750.0,200.0,4089.5
INV-2026-5871,BOL202600871,Maersk,2026-06-26,USD,21135.3,882.0,132.3,0.0,120.0,1134.3
INV-2026-5872,BOL202600872,MSC,2026-05-06,USD,11563.6,3207.0,320.7,0.0,280.0,3807.7
INV-2026-5873,BOL202600873,ONE,2026-03-24,USD,22983.3,2264.0,226.4,0.0,0.0,2490.4
INV-2026-5874,BOL202600874,CMA CGM,2026-04-18,USD,13228.1,1017.0,291.0,750.0,0.0,2058.0
INV-2026-5875,BOL202600875,MSC,2026-06-13,USD,10760.5,2778.0,416.7,50.0,40.0,3284.7
INV-2026-5876,BOL202600876,MSC,2026-02-13,USD,17380.6,2911.0,124.0,650.0,160.0,3845.0
INV-2026-5877,BOL202600877,Maersk,2026-06-01,EUR,22730.4,2811.0,337.32,750.0,0.0,3898.32
INV-2026-5878,BOL202600878,COSCO,2026-06-05,USD,18639.2,3244.0,324.4,50.0,200.0,3818.4
INV-2026-5879,BOL202600879,Maersk,2026-04-09,USD,18761.0,1253.0,110.3,450.0,280.0,2093.3
INV-2026-5880,BOL202600880,MSC,2026-06-07,USD,13407.2,1169.0,254.0,200.0,80.0,1703.0
INV-2026-5881,BOL202600881,Evergreen,2026-06-19,USD,21625.8,2316.0,180.0,150.0,40.0,2686.0
INV-2026-5882,BOL202600882,COSCO,2026-05-08,USD,12407.6,985.0,275.0,650.0,0.0,1910.0
INV-2026-5883,BOL202600883,Maersk,2026-05-24,USD,23283.4,2593.0,163.0,450.0,120.0,3326.0
INV-2026-5884,BOL202600884,CMA CGM,2026-05-12,USD,20336.7,1017.0,291.0,450.0,280.0,2038.0
INV-2026-5885,BOL202600885,CMA CGM,2026-03-31,USD,12399.4,1922.0,289.0,0.0,80.0,2291.0
INV-2026-5886,BOL202600886,ONE,2026-06-02,USD,16978.1,1788.0,202.0,850.0,0.0,2840.0
INV-2026-5887,BOL202600887,CMA CGM,2026-03-18,USD,10466.3,1244.0,174.0,250.0,160.0,1828.0
INV-2026-5888,BOL202600888,MSC,2026-03-05,EUR,17773.5,2286.0,251.0,0.0,0.0,2537.0
INV-2026-5889,BOL202600889,Maersk,2026-04-19,USD,24409.2,1875.0,258.0,850.0,120.0,3103.0
INV-2026-5890,BOL202600890,ONE,2026-02-24,EUR,21587.8,512.0,61.44,0.0,0.0,573.44
INV-2026-5891,BOL202600891,Maersk,2026-06-18,EUR,23263.7,3109.0,260.0,0.0,200.0,3569.0
INV-2026-5892,BOL202600892,Maersk,2026-02-19,USD,22371.1,2163.0,259.56,0.0,280.0,2702.56
INV-2026-5893,BOL202600893,COSCO,2026-05-04,EUR,13488.1,870.0,130.5,0.0,0.0,1000.5
INV-2026-5894,BOL202600894,MSC,2026-04-12,USD,23806.4,849.0,101.88,200.0,160.0,1310.88
INV-2026-5895,BOL202600895,Maersk,2026-04-26,USD,16780.5,997.0,154.0,0.0,0.0,1151.0
INV-2026-5896,BOL202600896,ONE,2026-03-08,EUR,19290.6,512.0,61.44,0.0,320.0,893.44
INV-2026-5897,BOL202600897,MSC,2026-01-30,USD,22620.8,1635.0,163.5,0.0,240.0,2038.5
INV-2026-5898,BOL202600898,CMA CGM,2026-05-08,USD,21209.9,1488.0,245.0,0.0,160.0,1893.0
INV-2026-5899,BOL202600899,COSCO,2026-04-05,USD,24556.6,3244.0,324.4,650.0,0.0,4218.4
INV-2026-5900,BOL202600900,Evergreen,2026-04-07,USD,22106.7,3264.0,391.68,0.0,0.0,3655.68
INV-2026-5901,BOL202600901,MSC,2026-05-20,USD,22267.9,1016.0,279.0,450.0,0.0,1745.0
INV-2026-5902,BOL202600902,CMA CGM,2026-03-31,USD,25047.9,3022.0,239.0,350.0,80.0,3691.0
INV-2026-5903,BOL202600903,Maersk,2026-04-28,USD,23123.9,3202.0,289.0,550.0,0.0,4041.0
INV-2026-5904,BOL202600904,ONE,2026-05-31,USD,19633.9,1788.0,202.0,550.0,40.0,2580.0
INV-2026-5905,BOL202600905,CMA CGM,2026-05-14,USD,20262.0,1330.32,265.88,230.0,110.4,1936.6
INV-2026-5906,BOL202600906,Maersk,2026-02-22,USD,20052.7,2499.0,299.88,200.0,0.0,2998.88
INV-2026-5907,BOL202600907,CMA CGM,2026-02-21,USD,21417.0,701.0,245.0,650.0,0.0,1596.0
INV-2026-5908,BOL202600908,Maersk,2026-05-16,EUR,23976.1,2086.0,208.6,50.0,0.0,2344.6
INV-2026-5909,BOL202600909,ONE,2026-04-22,EUR,16631.9,1535.0,279.0,50.0,160.0,2024.0
INV-2026-5910,BOL202600910,MSC,2026-06-23,USD,20353.7,2822.0,320.64,0.0,0.0,3142.64
INV-2026-5911,BOL202600911,Maersk,2026-05-25,USD,23629.3,436.08,180.32,46.0,184.0,846.4
INV-2026-5912,BOL202600912,CMA CGM,2026-05-18,USD,25328.5,2694.0,269.4,350.0,0.0,3313.4
INV-2026-5913,BOL202600913,MSC,2026-02-04,USD,24852.6,1934.0,149.0,100.0,0.0,2183.0
INV-2026-5914,BOL202600914,CMA CGM,2026-03-24,USD,23791.0,942.0,113.04,0.0,280.0,1335.04
INV-2026-5915,BOL202600915,Evergreen,2026-06-07,USD,23701.4,3255.0,269.0,0.0,0.0,3524.0
INV-2026-5916,BOL202600916,Maersk,2026-03-23,USD,22679.4,1875.0,258.0,50.0,80.0,2263.0
INV-2026-5917,BOL202600917,MSC,2026-04-04,USD,15914.2,2672.0,320.64,250.0,120.0,3362.64
INV-2026-5918,BOL202600918,MSC,2026-02-08,USD,23943.1,2033.0,304.95,50.0,320.0,2707.95
INV-2026-5919,BOL202600919,Maersk,2026-03-28,EUR,21777.7,2959.0,260.0,0.0,0.0,3219.0
INV-2026-5920,BOL202600920,Evergreen,2026-06-15,USD,24531.6,3152.0,472.8,250.0,200.0,4074.8
INV-2026-5921,BOL202600921,ONE,2026-02-01,USD,19914.5,1167.0,145.0,50.0,320.0,1682.0
INV-2026-5922,BOL202600922,MSC,2026-04-26,USD,18953.0,3207.0,320.7,0.0,0.0,3527.7
INV-2026-5923,BOL202600923,Maersk,2026-03-19,USD,24046.3,2593.0,163.0,0.0,40.0,2796.0
INV-2026-5924,BOL202600924,ONE,2026-06-17,EUR,11869.5,1535.0,279.0,0.0,200.0,2014.0
INV-2026-5925,BOL202600925,CMA CGM,2026-04-13,EUR,14526.8,1596.0,289.0,200.0,0.0,2085.0
INV-2026-5926,BOL202600926,COSCO,2026-06-10,USD,12639.7,3244.0,324.4,100.0,0.0,3668.4
INV-2026-5927,BOL202600927,CMA CGM,2026-06-28,VND,13677.8,24916500.0,7129500.0,4900000.0,1960000.0,38906000.0
INV-2026-5928,BOL202600928,COSCO,2026-03-16,USD,25923.2,3244.0,324.4,0.0,120.0,3688.4
INV-2026-5929,BOL202600929,Evergreen,2026-05-05,USD,11799.9,2316.0,180.0,550.0,0.0,3046.0
INV-2026-5930,BOL202600930,COSCO,2026-03-07,USD,23359.3,1448.0,300.0,150.0,0.0,1898.0
INV-2026-5931,BOL202600931,Evergreen,2026-06-17,USD,25546.0,2473.0,206.0,650.0,200.0,3529.0
INV-2026-5932,BOL202600932,CMA CGM,2026-03-18,EUR,13938.5,1790.0,214.8,250.0,120.0,2374.8
INV-2026-5933,BOL202600933,COSCO,2026-04-13,USD,25701.4,3315.0,397.8,150.0,40.0,3902.8
INV-2026-5934,BOL202600934,ONE,2026-02-27,EUR,11297.0,512.0,61.44,450.0,200.0,1223.44
INV-2026-5935,BOL202600935,MSC,2026-05-23,EUR,10092.9,2747.0,412.05,250.0,280.0,3689.05
INV-2026-5936,BOL202600936,CMA CGM,2026-05-25,USD,25997.1,2242.0,210.0,0.0,0.0,2452.0
INV-2026-5937,BOL202600937,Maersk,2026-02-10,USD,10888.6,1285.0,290.0,150.0,280.0,2005.0
INV-2026-5938,BOL202600938,CMA CGM,2026-04-28,USD,12848.2,3103.0,159.0,0.0,0.0,3262.0
INV-2026-5939,BOL202600939,ONE,2026-03-19,USD,16438.3,1217.0,182.55,450.0,440.0,2289.55
INV-2026-5940,BOL202600940,MSC,2026-03-02,USD,22817.6,1074.0,92.4,450.0,80.0,1696.4
INV-2026-5941,BOL202600941,CMA CGM,2026-03-05,EUR,23312.8,2784.0,206.0,0.0,120.0,3110.0
